#{"t_start": 1684358533.0692818, "env_id": null}
r,l,t
15,15,28001.127599
49,49,28020.568754
49,49,28039.310196
27,27,28049.342661
14,14,28056.613566
11,11,28062.95925
47,47,28079.733457
44,44,28098.242548
28,28,28104.667095
49,49,28119.941252
68,68,28140.424844
13,13,28146.890489
64,64,28167.77378
68,68,28190.28949
30,30,28198.90568
32,32,28210.665185
69,69,28233.097326
72,72,28255.93864
48,48,28271.897012
60,60,28292.698886
46,46,28308.936395
21,21,28317.254072
32,32,28330.537048
64,64,28351.769305
52,52,28369.660518
38,38,28380.560684
60,60,28400.184944
41,41,28415.717868
82,82,28441.917772
51,51,28456.936457
63,63,28478.886301
29,29,28491.01585
61,61,28515.50748
62,62,28534.36574
59,59,28555.398837
58,58,28576.03649
41,41,28589.497318
13,13,28596.530602
27,27,28605.388772
57,57,28624.516891
29,29,28632.512971
33,33,28644.595711
66,66,28662.879291
66,66,28681.737032
49,49,28701.528514
46,46,28720.569934
31,31,28729.933374
21,21,28740.628098
11,11,28746.760433
42,42,28759.509804
31,31,28771.859957
42,42,28783.418374
32,32,28796.784993
45,45,28810.533594
51,51,28829.525073
34,34,28841.895424
18,18,28850.150151
50,50,28867.933272
11,11,28874.058898
38,38,28887.358015
76,76,28914.659701
25,25,28923.742749
21,21,28931.01421
13,13,28938.36464
32,32,28950.805586
47,47,28965.322757
11,11,28971.863347
67,67,28993.941741
50,50,29009.580733
29,29,29019.788075
14,14,29027.366894
62,62,29048.478473
64,64,29068.711441
18,18,29076.853433
61,61,29098.081005
45,45,29114.760311
40,40,29127.768724
67,67,29147.081174
28,28,29158.246062
49,49,29178.100368
29,29,29189.609643
27,27,29197.133011
38,38,29210.717523
13,13,29218.05045
52,52,29236.708089
54,54,29255.298842
75,75,29277.690312
62,62,29297.981872
59,59,29318.206021
28,28,29328.673353
25,25,29339.522526
19,19,29347.149028
65,65,29367.73101
68,68,29388.671255
75,75,29416.579179
72,72,29440.609832
25,25,29452.843575
59,59,29474.044952
35,35,29482.713862
54,54,29502.217771
35,35,29516.247561
57,57,29535.918676
14,14,29542.768887
30,30,29554.959691
41,41,29570.134319
73,73,29593.483824
48,48,29607.191565
14,14,29614.508266
80,80,29638.290801
33,33,29650.157215
64,64,29673.165102
44,44,29689.615149
60,60,29709.922472
56,56,29729.689148
52,52,29748.772274
47,47,29766.955075
24,24,29775.046896
38,38,29790.003954
28,28,29800.337434
51,51,29818.365359
61,61,29838.405431
72,72,29865.152571
15,15,29872.969138
72,72,29895.710304
27,27,29905.345525
61,61,29925.204944
45,45,29941.292041
16,16,29948.466907
51,51,29969.208569
27,27,29979.707453
20,20,29985.933386
54,54,30006.290822
14,14,30013.505412
57,57,30033.662879
15,15,30040.089844
16,16,30047.505913
15,15,30054.456863
18,18,30061.631968
44,44,30077.172381
52,52,30096.772374
75,75,30122.055386
129,129,30157.970678
33,33,30171.72046
57,57,30192.280213
56,56,30212.035997
18,18,30219.336117
62,62,30242.252921
38,38,30256.234592
66,66,30279.402838
60,60,30304.767805
33,33,30316.734618
62,62,30340.442127
61,61,30357.182634
56,56,30377.666234
14,14,30385.002373
11,11,30392.166036
60,60,30411.739877
11,11,30418.265338
43,43,30433.598624
24,24,30443.797675
57,57,30464.031173
31,31,30472.789658
24,24,30479.327794
39,39,30494.321538
30,30,30504.247174
54,54,30524.003935
39,39,30539.210194
52,52,30553.995874
21,21,30563.020821
73,73,30587.411133
82,82,30614.577098
52,52,30631.11944
16,16,30637.510815
18,18,30645.709687
16,16,30654.567805
27,27,30665.710224
72,72,30686.330891
52,52,30702.018865
92,92,30730.116371
93,93,30760.598511
16,16,30768.859658
53,53,30783.324102
14,14,30790.481807
30,30,30802.248694
49,49,30819.367485
49,49,30836.439698
50,50,30855.154939
41,41,30866.080347
18,18,30874.188992
64,64,30893.519446
18,18,30901.540168
52,52,30920.087477
62,62,30941.115641
30,30,30954.586046
58,58,30973.911121
20,20,30982.727172
69,69,31006.960639
73,73,31029.175661
60,60,31050.817488
49,49,31064.384026
58,58,31083.541831
56,56,31104.049206
41,41,31116.681729
62,62,31142.507175
41,41,31155.931973
94,94,31186.664315
60,60,31209.505258
53,53,31230.445942
27,27,31237.880191
18,18,31246.737906
22,22,31254.146277
33,33,31266.178913
26,26,31276.115654
43,43,31288.828846
24,24,31298.553873
40,40,31313.628821
25,25,31324.7622
68,68,31346.686289
41,41,31361.318788
44,44,31374.862656
19,19,31383.051441
12,12,31390.134419
29,29,31401.31867
75,75,31425.58349
49,49,31442.633148
64,64,31463.783785
26,26,31474.499867
55,55,31495.316743
15,15,31501.390449
25,25,31512.781727
43,43,31528.674064
59,59,31548.41833
63,63,31568.939397
51,51,31587.639462
96,96,31616.774875
63,63,31638.340632
13,13,31645.215759
11,11,31651.597055
22,22,31660.431958
38,38,31674.053024
22,22,31682.505963
18,18,31688.66162
14,14,31695.094999
16,16,31704.202794
67,67,31725.945602
17,17,31734.960709
39,39,31749.759918
27,27,31758.984871
24,24,31769.268692
11,11,31775.443067
85,85,31805.401435
41,41,31819.06336
88,88,31849.708492
60,60,31869.69999
59,59,31886.568668
16,16,31892.79103
54,54,31912.723657
45,45,31926.023181
11,11,31932.189025
53,53,31951.530594
20,20,31962.63015
43,43,31975.057052
75,75,31999.462763
55,55,32018.945293
20,20,32028.02033
25,25,32039.539598
61,61,32061.06188
56,56,32082.110623
55,55,32102.924775
66,66,32126.493626
57,57,32149.38416
57,57,32168.84556
53,53,32188.370683
26,26,32196.533269
46,46,32214.774127
65,65,32237.649346
21,21,32246.333314
29,29,32258.059991
91,91,32284.59361
33,33,32298.606651
21,21,32308.355973
26,26,32319.363793
39,39,32333.746974
19,19,32342.588731
31,31,32354.688105
79,79,32379.930271
55,55,32400.770598
65,65,32422.502983
53,53,32441.877469
66,66,32463.444126
55,55,32484.685749
65,65,32506.551887
64,64,32528.462068
23,23,32534.884272
39,39,32549.009636
22,22,32558.667307
98,98,32590.481221
60,60,32610.166686
11,11,32616.349612
32,32,32628.613829
74,74,32654.806648
32,32,32667.282061
75,75,32693.755788
48,48,32712.372008
40,40,32727.396787
25,25,32737.188138
69,69,32759.862918
52,52,32778.848531
48,48,32796.269778
26,26,32808.642094
25,25,32819.669726
54,54,32840.45261
34,34,32853.235171
17,17,32860.702687
68,68,32885.926043
60,60,32906.209139
61,61,32927.97537
46,46,32943.742062
27,27,32955.133468
52,52,32970.569825
51,51,32990.531941
57,57,33010.548493
69,69,33031.932454
17,17,33039.598346
34,34,33053.489393
59,59,33072.438687
25,25,33082.246866
11,11,33088.905348
27,27,33100.848917
51,51,33119.462873
13,13,33125.988468
34,34,33141.462698
47,47,33159.440229
61,61,33181.003583
53,53,33201.19501
62,62,33221.911097
37,37,33238.211558
57,57,33259.893196
57,57,33279.550867
32,32,33292.533446
72,72,33317.817044
25,25,33328.608406
21,21,33335.807638
33,33,33349.783777
58,58,33370.691692
58,58,33391.306546
22,22,33401.873829
14,14,33409.348177
61,61,33429.130601
45,45,33447.175296
69,69,33470.192363
59,59,33492.379966
49,49,33509.563464
41,41,33522.306592
38,38,33538.928152
13,13,33545.136961
38,38,33559.595599
49,49,33580.069495
49,49,33600.277594
56,56,33618.70234
25,25,33629.459665
31,31,33640.014539
43,43,33655.770577
33,33,33669.143395
65,65,33692.549742
51,51,33712.283191
40,40,33725.124239
55,55,33748.54871
37,37,33763.707264
68,68,33786.947856
75,75,33812.83363
16,16,33820.372615
16,16,33828.739635
26,26,33840.738462
34,34,33851.346164
29,29,33863.018642
24,24,33872.854872
22,22,33881.829259
38,38,33897.237722
38,38,33911.279418
53,53,33931.514119
32,32,33945.461433
47,47,33964.069177
13,13,33970.477263
26,26,33980.552221
52,52,34000.694537
26,26,34012.052056
38,38,34023.550537
15,15,34030.918228
23,23,34042.092376
79,79,34070.457806
33,33,34080.350138
32,32,34091.591269
18,18,34100.50768
56,56,34124.091427
12,12,34130.449483
11,11,34136.656221
28,28,34148.715514
43,43,34165.639058
62,62,34189.372701
43,43,34207.449197
18,18,34215.874541
37,37,34230.088136
30,30,34242.835604
22,22,34249.44572
56,56,34269.662626
70,70,34293.328595
79,79,34322.202937
16,16,34329.319421
27,27,34339.343423
88,88,34369.726625
52,52,34389.64486
15,15,34396.193616
44,44,34411.601332
37,37,34427.559288
71,71,34453.570014
60,60,34472.374568
27,27,34483.843575
34,34,34493.757554
63,63,34516.598819
53,53,34535.731017
62,62,34558.900287
27,27,34569.964305
11,11,34576.430988
43,43,34592.613436
62,62,34615.529282
41,41,34630.821145
23,23,34640.445281
68,68,34664.687368
16,16,34671.795091
50,50,34691.695507
57,57,34712.910805
32,32,34726.368267
20,20,34732.810927
54,54,34753.118897
23,23,34762.859061
15,15,34770.793704
46,46,34792.017848
39,39,34806.22584
64,64,34829.858621
52,52,34847.474655
111,111,34884.358336
14,14,34890.598745
21,21,34899.364404
59,59,34922.722253
55,55,34940.597407
59,59,34960.346727
35,35,34976.796665
44,44,34992.145709
19,19,35001.51328
38,38,35013.153586
20,20,35023.612215
19,19,35033.274229
53,53,35054.669698
27,27,35065.445081
55,55,35088.110202
28,28,35097.300067
61,61,35118.43534
40,40,35132.485132
61,61,35156.359392
49,49,35173.783841
24,24,35182.508283
112,112,35224.499777
45,45,35242.798645
64,64,35263.089183
20,20,35272.598361
14,14,35279.797742
86,86,35309.389352
74,74,35330.738628
31,31,35341.738574
56,56,35363.939912
51,51,35384.86228
70,70,35408.245798
34,34,35423.237014
62,62,35446.005428
13,13,35452.561597
25,25,35463.286667
41,41,35477.709757
55,55,35498.259276
41,41,35513.443617
19,19,35522.718198
55,55,35544.858528
34,34,35558.36748
53,53,35574.900227
57,57,35595.352915
51,51,35614.315425
21,21,35623.332199
59,59,35642.297741
58,58,35661.474938
13,13,35668.046888
37,37,35683.38087
14,14,35691.203146
35,35,35706.088862
68,68,35728.64131
42,42,35744.571504
42,42,35760.153396
41,41,35774.837482
46,46,35791.787364
16,16,35798.635992
26,26,35807.520113
25,25,35819.821594
44,44,35834.576869
50,50,35854.716025
34,34,35866.834649
27,27,35880.350725
50,50,35900.483972
27,27,35913.45052
38,38,35927.689748
37,37,35944.167234
37,37,35959.474458
48,48,35977.074334
67,67,35999.898481
33,33,36012.966467
53,53,36033.997492
13,13,36040.206549
48,48,36054.663974
47,47,36071.629925
64,64,36096.704981
22,22,36105.662945
21,21,36114.90556
82,82,36144.928618
23,23,36155.231179
21,21,36165.378698
43,43,36184.586884
24,24,36196.595205
97,97,36229.585506
34,34,36244.368109
79,79,36273.633983
49,49,36291.808028
28,28,36306.35923
73,73,36328.166257
23,23,36338.665867
55,55,36360.407604
26,26,36372.957062
67,67,36399.048525
14,14,36405.231158
25,25,36415.039042
36,36,36427.541003
19,19,36434.820659
46,46,36451.772009
55,55,36472.846402
66,66,36496.854521
58,58,36519.646048
28,28,36530.553847
29,29,36541.869517
34,34,36555.945473
70,70,36580.521226
26,26,36588.603112
32,32,36602.643767
30,30,36615.726151
61,61,36638.917555
56,56,36655.800902
31,31,36668.5163
68,68,36691.449935
21,21,36700.21596
53,53,36719.315856
47,47,36737.24349
17,17,36745.123132
13,13,36751.606964
20,20,36759.904721
22,22,36768.873426
51,51,36786.456174
20,20,36794.872772
25,25,36806.004979
17,17,36812.622442
72,72,36836.657466
65,65,36860.145505
82,82,36891.137503
20,20,36899.4454
45,45,36912.112101
19,19,36919.419842
63,63,36937.647347
40,40,36948.044969
47,47,36961.111251
61,61,36977.801746
60,60,36993.567922
37,37,37003.935159
62,62,37023.46738
74,74,37044.317276
20,20,37051.633986
68,68,37071.082797
67,67,37093.118471
55,55,37109.541327
48,48,37123.481955
86,86,37147.957384
61,61,37163.421915
25,25,37169.997432
43,43,37183.747234
56,56,37200.672396
48,48,37212.474
54,54,37230.138664
14,14,37236.729277
31,31,37248.770845
35,35,37258.037225
168,168,37303.319881
94,94,37332.426981
17,17,37339.010218
53,53,37354.112803
41,41,37366.526573
85,85,37389.85935
56,56,37408.001163
62,62,37426.407514
47,47,37439.575008
82,82,37461.033449
53,53,37477.907471
40,40,37489.406725
101,101,37518.18978
29,29,37528.08139
22,22,37534.331064
50,50,37548.364682
30,30,37556.780794
43,43,37568.122199
30,30,37576.471867
47,47,37588.765542
81,81,37609.846927
94,94,37634.078607
34,34,37643.962864
28,28,37656.014677
75,75,37676.447674
85,85,37702.810611
29,29,37711.352471
33,33,37721.127099
57,57,37737.276881
72,72,37757.662287
38,38,37768.217458
72,72,37787.6173
70,70,37808.027993
57,57,37825.616774
80,80,37848.765553
35,35,37859.557429
91,91,37883.87332
48,48,37898.898236
39,39,37913.364495
46,46,37927.272495
98,98,37957.946733
79,79,37977.989867
108,108,38004.737678
89,89,38031.078231
73,73,38050.702893
151,151,38093.036696
50,50,38106.235577
29,29,38118.585317
37,37,38130.351188
60,60,38148.06759
46,46,38160.51897
40,40,38170.833032
77,77,38190.952028
68,68,38210.265383
141,141,38249.540346
42,42,38264.112978
87,87,38289.998229
36,36,38300.61223
31,31,38312.73867
55,55,38328.532588
41,41,38339.962724
69,69,38359.907391
78,78,38379.512157
65,65,38398.837126
84,84,38422.885983
16,16,38430.160842
25,25,38436.277393
86,86,38460.035603
75,75,38483.226899
24,24,38489.567866
19,19,38496.117939
16,16,38502.570879
20,20,38511.19745
71,71,38530.516574
30,30,38539.025862
50,50,38554.817155
96,96,38582.940515
100,100,38615.941589
26,26,38623.073087
54,54,38639.273613
30,30,38649.189434
73,73,38672.064606
44,44,38684.896934
84,84,38706.661172
56,56,38722.365288
34,34,38730.837485
63,63,38749.304537
69,69,38768.977803
52,52,38785.645612
69,69,38807.561691
99,99,38834.913727
82,82,38859.117416
58,58,38876.445521
16,16,38882.56882
61,61,38897.755498
72,72,38917.433774
36,36,38929.291181
24,24,38935.577849
43,43,38948.733066
59,59,38967.89049
44,44,38979.217444
46,46,38991.015317
63,63,39009.856623
45,45,39023.206528
45,45,39038.556579
56,56,39053.955321
39,39,39064.879706
54,54,39081.500337
78,78,39104.229619
21,21,39112.737256
71,71,39132.37851
49,49,39144.836947
28,28,39153.062104
78,78,39177.961548
46,46,39190.91168
40,40,39203.285398
66,66,39223.4685
62,62,39240.392892
48,48,39253.47647
103,103,39284.850435
54,54,39301.240874
31,31,39314.758424
45,45,39330.875378
73,73,39349.382608
35,35,39363.307241
26,26,39369.649379
58,58,39385.739949
74,74,39406.848003
54,54,39424.597212
41,41,39436.547072
47,47,39450.487989
87,87,39473.10214
86,86,39498.160047
70,70,39517.320138
58,58,39536.169632
34,34,39545.789161
64,64,39563.335264
24,24,39569.535283
48,48,39583.517973
71,71,39603.609605
76,76,39627.917787
72,72,39647.900728
85,85,39672.50089
46,46,39685.949309
95,95,39709.150558
72,72,39728.74891
25,25,39734.998524
66,66,39752.582237
21,21,39759.098119
36,36,39773.025465
85,85,39798.840947
46,46,39813.781122
112,112,39847.870806
62,62,39865.62018
107,107,39902.135832
43,43,39917.920064
61,61,39935.435076
88,88,39961.388103
47,47,39977.102237
31,31,39988.351962
89,89,40013.026248
28,28,40020.100815
26,26,40028.267383
35,35,40037.916805
68,68,40060.202184
34,34,40073.79138
43,43,40086.181986
20,20,40094.574382
124,124,40129.896656
48,48,40144.723559
11,11,40150.851259
21,21,40159.605441
67,67,40179.413103
130,130,40216.113798
16,16,40222.287417
91,91,40246.514956
69,69,40269.768152
93,93,40298.611279
42,42,40313.05342
118,118,40345.171106
43,43,40361.200749
90,90,40388.995382
31,31,40401.625649
80,80,40428.02479
49,49,40443.549061
81,81,40467.293072
20,20,40473.649093
24,24,40482.165389
65,65,40502.489325
20,20,40511.039803
62,62,40532.689395
79,79,40555.522036
45,45,40572.180389
54,54,40588.587427
33,33,40596.666212
71,71,40620.903749
53,53,40635.353841
30,30,40646.070251
22,22,40653.31968
80,80,40682.361562
63,63,40702.077083
60,60,40720.893083
87,87,40747.207931
22,22,40753.384457
32,32,40765.442414
77,77,40790.000655
18,18,40796.202611
65,65,40817.699458
68,68,40841.840028
28,28,40852.682345
35,35,40864.416865
54,54,40882.674008
29,29,40893.502367
70,70,40913.866257
83,83,40939.838899
53,53,40956.054269
45,45,40971.079901
69,69,40991.645537
36,36,41004.853481
21,21,41011.082009
16,16,41019.477963
38,38,41030.444135
31,31,41041.902739
40,40,41052.23894
46,46,41065.244103
75,75,41086.880216
56,56,41102.626578
37,37,41115.343289
52,52,41132.8955
100,100,41166.291635
29,29,41174.207978
45,45,41187.208673
70,70,41206.974566
53,53,41223.064822
41,41,41236.431999
168,168,41278.600822
34,34,41288.639162
76,76,41311.547282
29,29,41319.974516
53,53,41339.179255
43,43,41353.440623
95,95,41380.819882
37,37,41395.611309
26,26,41402.937946
72,72,41424.394806
44,44,41442.126634
22,22,41448.269531
61,61,41469.158988
56,56,41490.167829
36,36,41500.437299
28,28,41508.350728
31,31,41516.670802
84,84,41541.200303
38,38,41555.750035
61,61,41574.290686
50,50,41588.91589
58,58,41606.342589
35,35,41616.640278
26,26,41627.689447
63,63,41648.297399
21,21,41655.930336
31,31,41667.538494
26,26,41675.571844
24,24,41685.713447
42,42,41702.167131
32,32,41710.60443
71,71,41733.604168
24,24,41740.162363
31,31,41750.471036
60,60,41768.094533
98,98,41795.569627
78,78,41820.860797
35,35,41829.7438
79,79,41851.543316
59,59,41870.234901
38,38,41880.623301
24,24,41887.237695
35,35,41900.191983
26,26,41906.750219
13,13,41914.117141
52,52,41932.557483
79,79,41954.307935
71,71,41976.215721
72,72,41997.139573
35,35,42006.78986
83,83,42032.897138
15,15,42039.322447
27,27,42052.396833
68,68,42071.845765
22,22,42080.77914
66,66,42099.845651
51,51,42116.603323
71,71,42138.720263
53,53,42153.394174
95,95,42182.804369
30,30,42194.73867
52,52,42209.385807
29,29,42221.635867
58,58,42238.300844
28,28,42246.642154
36,36,42259.367325
61,61,42280.191958
44,44,42292.200521
27,27,42301.117156
67,67,42321.606926
71,71,42342.449034
36,36,42353.024295
69,69,42375.4509
68,68,42396.983213
44,44,42411.555827
33,33,42424.054997
70,70,42447.647605
61,61,42469.053868
130,130,42506.248083
51,51,42521.93621
57,57,42535.711742
37,37,42548.97757
92,92,42576.612428
66,66,42598.576174
28,28,42605.625508
79,79,42628.342472
102,102,42661.633015
51,51,42679.140765
23,23,42685.50018
21,21,42691.899318
125,125,42726.699016
27,27,42735.898404
35,35,42745.323144
36,36,42754.606054
37,37,42766.824189
23,23,42773.997524
29,29,42783.380417
31,31,42794.622145
94,94,42821.355335
66,66,42844.704072
73,73,42863.520123
34,34,42873.007337
17,17,42880.887222
12,12,42887.021705
60,60,42904.261609
48,48,42918.277532
75,75,42943.597211
52,52,42959.884811
84,84,42989.591722
73,73,43013.809065
42,42,43028.516468
69,69,43052.383418
72,72,43073.665554
82,82,43100.856077
29,29,43112.065196
26,26,43120.381092
18,18,43128.665209
11,11,43134.781795
32,32,43146.18909
15,15,43152.289045
12,12,43158.405045
49,49,43177.155317
23,23,43186.437917
14,14,43192.963618
34,34,43205.257064
37,37,43219.353769
24,24,43226.920078
48,48,43241.074191
49,49,43260.936121
33,33,43276.003306
75,75,43298.644707
58,58,43319.933959
60,60,43339.335259
57,57,43360.484812
13,13,43367.042493
77,77,43393.483758
24,24,43402.519775
81,81,43430.802391
26,26,43441.315623
67,67,43463.898102
103,103,43496.706175
26,26,43508.064857
37,37,43518.389181
65,65,43540.413394
12,12,43546.48908
15,15,43553.037786
16,16,43560.671381
12,12,43567.138585
25,25,43577.321314
26,26,43586.728474
24,24,43595.545898
20,20,43603.378779
73,73,43629.219511
74,74,43653.2871
31,31,43663.169698
101,101,43695.327492
60,60,43715.551663
36,36,43728.042943
25,25,43739.371062
77,77,43761.901111
68,68,43784.549564
22,22,43791.699451
25,25,43803.008081
53,53,43820.144012
77,77,43843.036004
34,34,43855.573207
32,32,43866.6397
19,19,43875.322668
63,63,43899.072684
55,55,43917.421994
62,62,43938.255289
53,53,43957.679276
70,70,43981.036816
42,42,43997.620691
33,33,44011.328731
15,15,44018.787086
59,59,44039.811129
40,40,44053.352316
60,60,44074.018043
23,23,44080.567302
18,18,44087.134939
32,32,44100.259823
18,18,44109.459314
50,50,44123.408684
55,55,44141.53375
34,34,44155.558009
60,60,44174.023943
100,100,44207.610108
106,106,44240.390347
27,27,44251.651144
56,56,44271.922155
36,36,44285.454835
64,64,44305.1463
44,44,44320.570882
58,58,44341.713046
56,56,44361.845545
58,58,44378.727721
77,77,44407.90186
46,46,44420.735851
72,72,44446.434443
70,70,44470.734488
67,67,44493.631403
67,67,44517.699478
37,37,44532.374744
40,40,44549.120323
60,60,44568.75751
36,36,44578.024764
19,19,44586.098264
33,33,44596.373939
17,17,44605.031564
24,24,44615.056837
57,57,44634.598131
39,39,44651.13294
20,20,44661.672182
54,54,44680.445774
60,60,44703.254164
53,53,44722.695529
34,34,44735.087122
57,57,44756.795507
35,35,44769.180156
32,32,44782.413456
14,14,44789.602567
28,28,44796.577494
73,73,44819.843354
57,57,44840.484731
23,23,44849.867
59,59,44868.983899
63,63,44889.266532
45,45,44902.315529
82,82,44930.448646
68,68,44951.615842
75,75,44977.515749
61,61,44998.092496
58,58,45018.63365
44,44,45035.107601
61,61,45057.472149
31,31,45070.538632
59,59,45092.374785
25,25,45104.62922
35,35,45115.645375
31,31,45128.467048
32,32,45140.71153
62,62,45162.569022
51,51,45180.284998
47,47,45199.892268
61,61,45220.10127
45,45,45232.992991
10,10,45239.134213
70,70,45263.200551
28,28,45272.716395
63,63,45294.957863
29,29,45302.260935
52,52,45320.939945
16,16,45327.773092
49,49,45346.539609
71,71,45366.123007
69,69,45389.755914
23,23,45400.33858
35,35,45414.024297
68,68,45434.329842
40,40,45446.69625
22,22,45455.795932
48,48,45470.12077
29,29,45481.239187
45,45,45496.644477
45,45,45512.794714
72,72,45533.271569
74,74,45555.968215
42,42,45575.402105
24,24,45581.535373
32,32,45589.608934
50,50,45608.344214
14,14,45614.80939
77,77,45641.64937
61,61,45661.841766
44,44,45678.907329
58,58,45700.107792
52,52,45718.515468
25,25,45730.423241
76,76,45757.664469
82,82,45782.008073
67,67,45804.138026
85,85,45831.547945
62,62,45855.33552
92,92,45883.403142
65,65,45906.497977
47,47,45921.814182
49,49,45937.176383
65,65,45958.726437
46,46,45971.209164
80,80,45998.009053
71,71,46017.883068
21,21,46026.79108
60,60,46044.625032
79,79,46071.557095
51,51,46089.06542
80,80,46113.292059
18,18,46121.306259
79,79,46147.029783
54,54,46167.354692
44,44,46181.296805
50,50,46199.671679
114,114,46235.770751
65,65,46259.59491
51,51,46277.952529
54,54,46297.659472
79,79,46323.094061
27,27,46332.83845
50,50,46350.858945
33,33,46363.567888
63,63,46385.634739
75,75,46412.890814
30,30,46425.500506
76,76,46450.131519
38,38,46460.44657
28,28,46467.839916
81,81,46491.081334
55,55,46510.93978
22,22,46517.03077
34,34,46529.43637
30,30,46538.221294
72,72,46560.396047
46,46,46577.596087
46,46,46593.34598
39,39,46604.877825
67,67,46622.714041
80,80,46649.989085
57,57,46670.510948
40,40,46683.226703
104,104,46712.937289
42,42,46725.109137
37,37,46735.433641
65,65,46753.39181
40,40,46769.708443
84,84,46791.841413
34,34,46803.807027
14,14,46811.348296
80,80,46837.589696
65,65,46859.150739
48,48,46874.506511
26,26,46881.939903
30,30,46891.92634
21,21,46900.688941
50,50,46914.207783
80,80,46936.09673
63,63,46957.491552
47,47,46972.619733
56,56,46989.9887
57,57,47008.160977
15,15,47014.798625
61,61,47034.419467
29,29,47044.227327
62,62,47063.151108
29,29,47076.602047
78,78,47099.525605
32,32,47108.919454
25,25,47115.208736
46,46,47132.638805
21,21,47138.753169
58,58,47159.25794
34,34,47172.127731
41,41,47184.249313
39,39,47198.815929
81,81,47223.581711
86,86,47245.297737
50,50,47262.863906
16,16,47269.389105
39,39,47280.238355
33,33,47292.721488
104,104,47321.649851
18,18,47327.970804
86,86,47350.695069
48,48,47367.127621
23,23,47373.236123
28,28,47383.669492
40,40,47393.127842
81,81,47416.621342
54,54,47435.269089
65,65,47454.484893
25,25,47461.792539
30,30,47470.958528
16,16,47478.317633
99,99,47509.717243
65,65,47529.755768
46,46,47543.399647
54,54,47561.752234
29,29,47573.415424
13,13,47579.76553
59,59,47596.956884
90,90,47623.772187
38,38,47634.555626
34,34,47648.205324
27,27,47654.399382
22,22,47660.688212
84,84,47684.782809
34,34,47696.795896
42,42,47712.345837
39,39,47723.352991
62,62,47744.461421
101,101,47775.852861
57,57,47792.709979
53,53,47812.84312
45,45,47828.637715
37,37,47841.525633
47,47,47854.600326
93,93,47879.991767
36,36,47893.950809
53,53,47912.643974
85,85,47939.007368
75,75,47963.967527
27,27,47972.118178
66,66,47993.038741
27,27,48000.697808
69,69,48023.849087
77,77,48045.437672
64,64,48066.354843
64,64,48086.149684
50,50,48101.087162
68,68,48125.544107
30,30,48133.552625
36,36,48146.661643
29,29,48153.743492
36,36,48167.39374
64,64,48188.459459
36,36,48199.50128
66,66,48223.201092
62,62,48244.199723
83,83,48272.174912
24,24,48281.807649
35,35,48295.249177
42,42,48307.109742
46,46,48323.173126
72,72,48343.040161
26,26,48350.172797
62,62,48368.397398
95,95,48396.271732
52,52,48417.725103
73,73,48441.104879
47,47,48455.82101
37,37,48470.536182
32,32,48478.653343
26,26,48488.911983
30,30,48497.4784
18,18,48506.735939
46,46,48521.135323
12,12,48527.635122
23,23,48536.410101
21,21,48545.701041
74,74,48568.568607
49,49,48586.592408
20,20,48597.122853
38,38,48607.049953
138,138,48648.258462
53,53,48663.148587
45,45,48678.064904
31,31,48690.415041
28,28,48697.498689
67,67,48718.064252
56,56,48733.12261
65,65,48753.480732
62,62,48774.84698
91,91,48801.608144
71,71,48825.395947
85,85,48851.076687
40,40,48861.347394
49,49,48877.453708
86,86,48901.694353
18,18,48910.21014
121,121,48943.960299
44,44,48958.067591
24,24,48967.092663
20,20,48976.934487
42,42,48989.442357
44,44,49002.508258
93,93,49030.174974
71,71,49054.75696
86,86,49078.106176
43,43,49090.880772
46,46,49106.625693
32,32,49119.05514
75,75,49143.171923
37,37,49152.809634
23,23,49159.071361
31,31,49171.637713
70,70,49191.640761
92,92,49218.562108
26,26,49229.219817
35,35,49241.802587
15,15,49249.31145
15,15,49255.51042
39,39,49267.361133
52,52,49285.110402
45,45,49300.759801
80,80,49321.600566
39,39,49332.100751
67,67,49351.725611
56,56,49370.675242
57,57,49391.124945
30,30,49399.825048
77,77,49423.890929
50,50,49438.483472
60,60,49459.58195
47,47,49472.723005
63,63,49495.146989
48,48,49509.813997
116,116,49543.863773
75,75,49566.220544
26,26,49576.471136
78,78,49597.169428
13,13,49604.045343
48,48,49618.377477
37,37,49629.836159
20,20,49638.535993
85,85,49662.617812
57,57,49682.209206
66,66,49703.725994
23,23,49711.074871
28,28,49722.809075
43,43,49739.350924
33,33,49748.100378
64,64,49767.93279
33,33,49778.444016
42,42,49793.665629
27,27,49801.299059
21,21,49807.590955
78,78,49828.923445
40,40,49841.990035
55,55,49857.147668
99,99,49885.599198
91,91,49911.330147
72,72,49932.84682
53,53,49950.830807
37,37,49963.111238
32,32,49972.592066
59,59,49991.986132
73,73,50010.670194
32,32,50021.060231
19,19,50028.61867
22,22,50034.843244
16,16,50042.777129
61,61,50061.759298
28,28,50071.159043
87,87,50099.609308
80,80,50123.14078
54,54,50140.366222
96,96,50171.965391
72,72,50193.89854
38,38,50205.598149
53,53,50219.620774
32,32,50229.63871
18,18,50238.555586
72,72,50258.421876
21,21,50265.672496
13,13,50272.271361
27,27,50281.304787
70,70,50301.238324
24,24,50307.496145
14,14,50313.645883
49,49,50329.89658
105,105,50359.278066
22,22,50366.769916
63,63,50387.835548
30,30,50396.935093
47,47,50412.552049
61,61,50431.634922
77,77,50456.026388
39,39,50470.858478
23,23,50477.52541
